iter	Accuracy	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false	F1:use_weights=true	F1:use_weights=false	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
812	0.7928042807	0.6668709071	0.7928042807	0.7925	0.786301863	0.7877237852	0.8117778575	0.8148148148	0.7623762376	0.7623762376
813	0.7877537756	0.6668173412	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
814	0.7852285231	0.6667783443	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
815	0.7852285231	0.666751254	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
816	0.7877537756	0.6667040967	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
817	0.7877537756	0.6666938054	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
818	0.7852285231	0.6666616822	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
819	0.7827532756	0.6666415564	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
820	0.7852785281	0.6666083351	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
821	0.7852785281	0.6665645369	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
822	0.7852785281	0.6665367534	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
823	0.7827532756	0.6665069501	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
824	0.7827532756	0.6664892194	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
825	0.7827532756	0.6664680728	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
826	0.7827532756	0.6664531542	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
827	0.7827532756	0.6664441625	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
828	0.7827532756	0.6663924083	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
829	0.7827532756	0.6663790861	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
830	0.7877537756	0.66636914	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
831	0.7902290231	0.6663081375	0.7902290231	0.79	0.7853121786	0.7868020305	0.8041609863	0.8072916667	0.7673267327	0.7673267327
832	0.7902790282	0.6662820293	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
833	0.7902790282	0.6662436378	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
834	0.7902790282	0.6662213406	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
835	0.7902790282	0.6661938714	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
836	0.7877537756	0.6661702831	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
837	0.7877537756	0.6661427768	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
838	0.7877537756	0.6661139959	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
839	0.7877537756	0.6660931859	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
840	0.7878037807	0.6660479025	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
841	0.7878037807	0.666033397	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
842	0.7878037807	0.6659967778	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
843	0.7878037807	0.6659766805	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
844	0.7878037807	0.6659553034	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
845	0.7928042807	0.665908725	0.7928042807	0.7925	0.786301863	0.7877237852	0.8117778575	0.8148148148	0.7623762376	0.7623762376
846	0.7902790282	0.6658802989	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
847	0.7928042807	0.665846105	0.7928042807	0.7925	0.786301863	0.7877237852	0.8117778575	0.8148148148	0.7623762376	0.7623762376
848	0.7928042807	0.6658311988	0.7928042807	0.7925	0.786301863	0.7877237852	0.8117778575	0.8148148148	0.7623762376	0.7623762376
849	0.7928042807	0.665811936	0.7928042807	0.7925	0.786301863	0.7877237852	0.8117778575	0.8148148148	0.7623762376	0.7623762376
850	0.7928042807	0.6657763728	0.7928042807	0.7925	0.786301863	0.7877237852	0.8117778575	0.8148148148	0.7623762376	0.7623762376
851	0.7903290332	0.6657057985	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
852	0.7903290332	0.6656475686	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
853	0.7903290332	0.6656269921	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
854	0.7928042807	0.6655985253	0.7928042807	0.7925	0.786301863	0.7877237852	0.8117778575	0.8148148148	0.7623762376	0.7623762376
855	0.7928042807	0.6655678108	0.7928042807	0.7925	0.786301863	0.7877237852	0.8117778575	0.8148148148	0.7623762376	0.7623762376
856	0.7928042807	0.6655498054	0.7928042807	0.7925	0.786301863	0.7877237852	0.8117778575	0.8148148148	0.7623762376	0.7623762376
857	0.7928042807	0.6655342744	0.7928042807	0.7925	0.786301863	0.7877237852	0.8117778575	0.8148148148	0.7623762376	0.7623762376
858	0.7952795282	0.6655105516	0.7952795282	0.795	0.789392457	0.7908163265	0.8127648275	0.8157894737	0.7673267327	0.7673267327
859	0.7952795282	0.6654929812	0.7952795282	0.795	0.789392457	0.7908163265	0.8127648275	0.8157894737	0.7673267327	0.7673267327
860	0.7977547757	0.6654597672	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
861	0.7977547757	0.6654411279	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
862	0.7952295232	0.6654156395	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
863	0.7952295232	0.6653491918	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
864	0.7977547757	0.6653125708	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
865	0.7977547757	0.6652979205	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
866	0.7952295232	0.6652922187	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
867	0.7977547757	0.6652715838	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
868	0.7977547757	0.6652463881	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
869	0.7977547757	0.6651901177	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
870	0.7977547757	0.6651689976	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
871	0.7952795282	0.6651381736	0.7952795282	0.795	0.789392457	0.7908163265	0.8127648275	0.8157894737	0.7673267327	0.7673267327
872	0.7977547757	0.6651029078	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
873	0.7952295232	0.6650913916	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
874	0.7952295232	0.665077673	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
875	0.7927542757	0.6650694246	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
876	0.7927542757	0.66505913	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
877	0.7952295232	0.6650149602	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
878	0.7952295232	0.6649636127	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
879	0.7952295232	0.6649549752	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
880	0.7952295232	0.6649351039	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
881	0.7977547757	0.6649103267	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
882	0.7977547757	0.6649014824	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
883	0.7952795282	0.6648788987	0.7952795282	0.795	0.789392457	0.7908163265	0.8127648275	0.8157894737	0.7673267327	0.7673267327
884	0.7927542757	0.6648527536	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
885	0.7927542757	0.6648268184	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
886	0.7927542757	0.6647963745	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
887	0.7927542757	0.6647828631	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
888	0.7927542757	0.6647472602	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
889	0.7902790282	0.6647325162	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
890	0.7927542757	0.6647151888	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
891	0.7927542757	0.6646809394	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
892	0.7927542757	0.6646699393	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
893	0.7927542757	0.6646369294	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
894	0.7927542757	0.6646163851	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
895	0.7927542757	0.6645949906	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
896	0.7952295232	0.6645343476	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
897	0.7952295232	0.6645115425	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
898	0.7952295232	0.6644803169	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
899	0.7952295232	0.6644568911	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
900	0.7952295232	0.664444931	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
901	0.7952295232	0.6644156249	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
902	0.7927542757	0.6643864153	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
903	0.7952295232	0.664357231	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
904	0.7952295232	0.6643026612	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
905	0.7952295232	0.664260001	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
906	0.7952295232	0.6642125129	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
907	0.7952295232	0.6641774847	0.7952295232	0.795	0.7904191602	0.7918781726	0.8094339592	0.8125	0.7722772277	0.7722772277
908	0.7977547757	0.6641602588	0.7977547757	0.7975	0.7924673511	0.7938931298	0.8137415007	0.8167539267	0.7722772277	0.7722772277
909	0.7902790282	0.6641386989	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
910	0.7927542757	0.6641194767	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
911	0.7927542757	0.6640455888	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
912	0.7927542757	0.664019107	0.7927542757	0.7925	0.7873470315	0.7888040712	0.8084400159	0.8115183246	0.7673267327	0.7673267327
913	0.7902790282	0.6639781535	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
914	0.7878037807	0.6639309632	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
915	0.7902790282	0.663904836	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
916	0.7902790282	0.6638886045	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
917	0.7902790282	0.6638483317	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
918	0.7878037807	0.6638300186	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
919	0.7878037807	0.6638006243	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
920	0.7878037807	0.6637844809	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
921	0.7903290332	0.663740571	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
922	0.7903290332	0.663709857	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
923	0.7903290332	0.6636792837	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
924	0.7878537857	0.6636629848	0.7878537857	0.7875	0.7800730915	0.7814910026	0.8097723695	0.8128342246	0.7524752475	0.7524752475
925	0.7878537857	0.6636440159	0.7878537857	0.7875	0.7800730915	0.7814910026	0.8097723695	0.8128342246	0.7524752475	0.7524752475
926	0.7878537857	0.6636235583	0.7878537857	0.7875	0.7800730915	0.7814910026	0.8097723695	0.8128342246	0.7524752475	0.7524752475
927	0.7878537857	0.6635729557	0.7878537857	0.7875	0.7800730915	0.7814910026	0.8097723695	0.8128342246	0.7524752475	0.7524752475
928	0.7878537857	0.6635240794	0.7878537857	0.7875	0.7800730915	0.7814910026	0.8097723695	0.8128342246	0.7524752475	0.7524752475
929	0.7878537857	0.6634967847	0.7878537857	0.7875	0.7800730915	0.7814910026	0.8097723695	0.8128342246	0.7524752475	0.7524752475
930	0.7903290332	0.663458016	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
931	0.7903290332	0.6634351678	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
932	0.7903290332	0.6634048182	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
933	0.7903290332	0.6633889579	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
934	0.7878037807	0.6633521245	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
935	0.7878037807	0.6633162384	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
936	0.7852785281	0.6632584341	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
937	0.7852285231	0.6632148371	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
938	0.7877537756	0.6631907638	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
939	0.7852285231	0.6631683329	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
940	0.7877037706	0.663145353	0.7877037706	0.7875	0.7832878165	0.7848101266	0.7999270155	0.8031088083	0.7673267327	0.7673267327
941	0.7877537756	0.663083223	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
942	0.7877537756	0.6630612059	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
943	0.7877537756	0.6630468338	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
944	0.7852785281	0.663022668	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
945	0.7852285231	0.6629862613	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
946	0.7827532756	0.6629424547	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
947	0.7877037706	0.6628973787	0.7877037706	0.7875	0.7832878165	0.7848101266	0.7999270155	0.8031088083	0.7673267327	0.7673267327
948	0.7852285231	0.6628790635	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
949	0.7852285231	0.6628612978	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
950	0.7852285231	0.6627978758	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
951	0.7877537756	0.6627670323	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
952	0.7852285231	0.6627556562	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
953	0.7852285231	0.6627404653	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
954	0.7852285231	0.6627245362	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
955	0.7827532756	0.6626950429	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
956	0.7827532756	0.6626595074	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
957	0.7802780281	0.6626338255	0.7802780281	0.78	0.7739944435	0.7755102041	0.7967806809	0.8	0.7524752475	0.7524752475
958	0.7827532756	0.6626093807	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
959	0.7852285231	0.6625700175	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
960	0.7827532756	0.6625328233	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
961	0.7852285231	0.6625218583	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
962	0.7852285231	0.6624988494	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
963	0.7852285231	0.6624881696	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
964	0.7827532756	0.6624599183	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
965	0.7827532756	0.6624395871	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
966	0.7827532756	0.6624238045	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
967	0.7827532756	0.6623998706	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
968	0.7827532756	0.6623896446	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
969	0.7802780281	0.6623309037	0.7802780281	0.78	0.7739944435	0.7755102041	0.7967806809	0.8	0.7524752475	0.7524752475
970	0.7802780281	0.6623128547	0.7802780281	0.78	0.7739944435	0.7755102041	0.7967806809	0.8	0.7524752475	0.7524752475
971	0.7802780281	0.6623023467	0.7802780281	0.78	0.7739944435	0.7755102041	0.7967806809	0.8	0.7524752475	0.7524752475
972	0.7827532756	0.6622656342	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
973	0.7827532756	0.6622428602	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
974	0.7852785281	0.6621921154	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
975	0.7827532756	0.6621700161	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
976	0.7827532756	0.6621408763	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
977	0.7827532756	0.662107244	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
978	0.7827532756	0.6620952649	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
979	0.7852785281	0.6620477431	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
980	0.7827532756	0.6620329914	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
981	0.7827532756	0.6620094137	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
982	0.7827532756	0.6620031116	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
983	0.7827532756	0.6619444954	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
984	0.7827532756	0.6619109323	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
985	0.7827532756	0.661852603	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
986	0.7827532756	0.6618075238	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
987	0.7827532756	0.661788343	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
988	0.7827532756	0.6617811252	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
989	0.7827532756	0.6617652269	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
990	0.7827532756	0.6617258951	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
991	0.7852785281	0.6616824573	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
992	0.7827532756	0.6616371424	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
993	0.7827532756	0.661614683	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
994	0.7827532756	0.6616027747	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
995	0.7827532756	0.6615836206	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
996	0.7827532756	0.6615500738	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
997	0.7827532756	0.6615320441	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
998	0.7852785281	0.6614945782	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
999	0.7852785281	0.6614790157	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
